Name,JudgeName,Region,Province,Locality,Address,PostalCode,PhoneNumbers,Email,Fax,Url
Juzgado de Primera Instancia e Instrucción nº 4,"IBAÑEZ LOPEZ, LUIS JAVIER",Cataluña,Barcelona,Arenys de Mar,"Auterive, s/n",08350,"93 693 10 04, 93 792 41 25",mixte4.arenys@xij.gencat.cat,93 795 75 84,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--4---Arenys-de-Mar?provincia=08
Juzgado de Primera Instancia e Instrucción nº 2,"ROMANELI MARTINEZ, ARRATE",País Vasco,Araba/Álava,Amurrio,"C/ Elexondo, 33 - 1ª Plta.",01470,"945 02 69 90, 945 02 69 94",mixto2.amurrio@justizia.eus,945 02 69 97,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Amurrio?provincia=01
Tribunal Superior de Justicia. Sala de lo Contencioso-Administrativo,"ALONSO MILLAN, JOSE MATIAS",Castilla y León,Burgos,Burgos,"Avda de la Audiencia, 10",09003,"947 25 96 10, 947 25 96 26",,947 25 96 11,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Contencioso-Administrativo---Burgos?provincia=09
Audiencia Provincial Penal nº 1,"MADRIGAL MARTINEZ-PEREDA, MATIAS RAFAEL",Extremadura,Badajoz,Badajoz,"Avda. de Colón, 8 - 1ª Plta.",06005,"924 28 42 02, 924 28 42 06",audiencia.s1.badajoz@justicia.es,924 28 42 04,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Badajoz?provincia=06
Juzgado de Primera Instancia nº 5,"VIAÑA RANILLA, ANA ISABEL",País Vasco,Bizkaia,Barakaldo,"Pza. Bide Onera, s/n - 3ª Plta.",48901,"94 400 10 06, 94 400 10 00",instancia5.barakaldo@justizia.eus,94 400 10 71,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Barakaldo?provincia=48
Juzgado de Primera Instancia e Instrucción nº 1,"VALDES-BANGO SOLER, ALFREDO",Castilla y León,Ávila,Ávila,"C/ Ramón y Cajal, 1",05001,"920 35 90 18, 920 35 90 19",mixto1.avila@justicia.es,920 35 90 03,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Avila?provincia=05
Juzgado de Primera Instancia e Instrucción nº 4,,Ceuta,Ceuta,Ceuta,"C/ Serrano Orive, 21. Palacio de Justicia",51001,956 51 01 61,mixto4.ceuta@justicia.es,956 51 00 98,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--4---Ceuta?provincia=51
Juzgado de Primera Instancia e Instrucción nº 1,"PEREZ MARTIN, MARIA DE LAS NIEVES",Castilla y León,Burgos,Aranda de Duero,"C/ Santiago, 9",09400,"947 50 01 62, 947 50 00 76",mixto1.arandadeduero@justicia.es,947 50 94 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Aranda-de-Duero?provincia=09
Juzgado de Primera Instancia e Instrucción nº 3,"CEMBRANOS DIEZ, ANGEL GABRIEL",Cantabria,Cantabria,Castro-Urdiales,"C/ Nicolás Torre, 8",39700,"942 86 96 90, 942 86 80 02",juzgado.castrourdiales3@justicia.cantabria.es,942 86 18 16,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Castro-Urdiales?provincia=39
Tribunal Superior de Justicia Adscripción Territorial,"ALMOHALLA DIEZ, CLARA ISABEL",Castilla la Mancha,Albacete,Albacete,"C/ San Agustín, 1",02001,"967 59 65 09, 967 59 67 00",tsj.secregob.albacete@justicia.es,967 59 65 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Adscripcion-Territorial---Albacete?provincia=02
Tribunal Superior de Justicia. Sala de lo Civil y Penal,"ESLAVA RODRIGUEZ, MANUELA",Extremadura,Cáceres,Cáceres,Plaza de la Audiencia s/n,10003,"927 62 04 53, 927 62 02 38",,927 62 02 10,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Civil-y-Penal---Caceres?provincia=10
Juzgado de Primera Instancia nº 4,"GONZALEZ MARTIN, MARIA BELEN",País Vasco,Araba/Álava,Vitoria-Gasteiz,"Avda. Gasteiz, 18 - 4ª Plta.",01008,"945 00 48 74, 945 00 48 97",instancia4.vitoria@justizia.eus,945 00 48 98,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Vitoria-Gasteiz?provincia=01
Juzgado de Primera Instancia e Instrucción nº 1,"APESTEGUI LOPEZ, MARIA DEL CARMEN",Andalucía,Granada,Baza,"Avda. de Granada, s/n",18800,"858 10 33 55, 858 10 33 51",AtPublico.JMixto.1.Baza.JUS@juntadeandalucia.es,958 86 93 07,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Baza?provincia=18
Audiencia Provincial Presidencia,"MONSALVE ARGANDOÑA, CESAREO MIGUEL",Castilla la Mancha,Albacete,Albacete,"C/ San Agustín, 1",02001,"967 59 65 30, 967 59 65 99",audiencia.s1.presidencia.albacete@justicia.es,967 59 65 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Presidencia---Albacete?provincia=02
Juzgado de Primera Instancia e Instrucción nº 5,"SOLIS GARCIA, ALICIA PAZ",Asturias,Asturias,Avilés,"C/ Marcos del Torniello, 27 - 4ª Plta.",33401,"98 512 78 33, 98 512 78 34",juzgado5.aviles@asturias.org,98 512 78 36,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Aviles?provincia=33
Juzgado de Primera Instancia e Instrucción nº 2,,Galicia,A Coruña,Carballo,"C/ Río Grande, s/n",15100,"881 88 11 90, 881 88 11 91",mixto2.carballo@xustiza.gal,881 88 11 92,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Carballo?provincia=15
Audiencia Provincial Civil-Penal nº 7,"GARCIA DE LUCAS, NURIA",Andalucía,Cádiz,Algeciras,"Avda. Virgen del Carmen, 55",11202,"956 90 42 41, 956 90 42 71",,"
AtPublico.Audiencia.S7.Civil.Penal.Algeciras.JUS@juntadeandalucia.es
",/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--7---Algeciras?provincia=11
Juzgado de Primera Instancia nº 3,"DELGADO UTRERA, MARIA LUISA",Andalucía,Almería,Almería,Ctra. de Ronda 120,04006,"950 80 90 77, 950 80 90 56",AtPublico.JInstancia.3.Almeria.JUS@juntadeandalucia.es,950 20 42 24,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Almeria?provincia=04
Juzgado de Primera Instancia e Instrucción Único,"QUINTAIROS LOUREIRO, LORENA",Galicia,A Coruña,Arzúa,"Rúa de Lugo, 45-47",15810,"881 99 60 03, 881 99 60 04",mixto1.arzua@xustiza.gal,881 99 60 07,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-Unico---Arzua?provincia=15
Audiencia Provincial Penal nº 1,"ALONSO ALONSO, MARIO VICENTE",Andalucía,Granada,Granada,"Pza. Nueva, 10",18009,"958 98 21 44, 958 98 21 42",AtPublico.Audiencia.S1.Penal.Granada.JUS@juntadeandalucia.es,958 00 26 91,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Granada?provincia=18
Audiencia Provincial Civil nº 1,"CALERO GARCIA, SALVADOR",Andalucía,Almería,Almería,"C/ Reina Regente, 4",04001,"950 03 72 19, 600 15 53 20",AtPublico.Audiencia.S1.Civil.Almeria.JUS@juntadeandalucia.es,950 00 50 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--1---Almeria?provincia=04
Tribunal Superior de Justicia Presidencia,"LOPEZ DEL MORAL ECHEVERRIA, JOSE LUIS",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n",39010,"942 32 03 97, 942 34 69 69",,942 34 26 87,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Presidencia---Santander?provincia=39
Juzgado de Primera Instancia nº 6,"GARCIA GARCIA, JAVIER",País Vasco,Bizkaia,Barakaldo,"Pza. Bide Onera, s/n - 3ª Plta.",48901,"94 400 10 07, 94 400 10 00",instancia6.barakaldo@justizia.eus,94 400 10 73,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Barakaldo?provincia=48
Juzgado de Instrucción nº 2,,Andalucía,Cádiz,Algeciras,"Pza. de la Constitución, s/n",11202,"956 90 82 01, 956 90 82 08",AtPublico.JInstrucc.2.Algeciras.JUS@juntadeandalucia.es,956 02 75 35,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Algeciras?provincia=11
Tribunal Superior de Justicia. Sala de lo Social,"MARTINEZ ILLADE, JOSE MANUEL",Castilla y León,Burgos,Burgos,"Avda de la Audiencia, 10",09003,"947 25 96 84, 947 25 96 86",tsj.social.burgos@justicia.es,947 25 96 88,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Social---Burgos?provincia=09
Audiencia Provincial Civil nº 5,"AGANZO RAMON, MARIA ENCARNACION",Comunidad Valenciana,Alicante,Alicante/Alacant,"Pza. del Ayuntamiento, s/n",03002,"96 516 98 45, 96 516 98 46",alap05_ali@gva.es,96 516 98 49,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--5---Alicante-Alacant?provincia=03
Juzgado de Primera Instancia e Instrucción nº 3,"CASTELLA FERNANDEZ, DAVID",Comunidad Valenciana,Alicante,Alcoy/Alcoi,"Pl. Mare de Deu, 2",03801,"96 553 39 27, 96 553 39 16",acmi03_ali@gva.es,96 553 39 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Alcoy-Alcoi?provincia=03
Juzgado de Primera Instancia e Instrucción nº 2,"MATIAS LAZARO, FRANCISCO",Extremadura,Cáceres,Cáceres,"Avda. de la Hispanidad, s/n",10002,"927 62 03 25, 927 62 03 26",mixto2.caceres@justicia.es,927 62 01 87,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Caceres?provincia=10
Audiencia Provincial Civil nº 1,"ELIZBURU AGUIRRE, IÑIGO",País Vasco,Araba/Álava,Vitoria-Gasteiz,"Avda. Gasteiz, 18",01008,"945 00 48 21, 945 00 48 97",audiencia.s1.alava@justizia.eus,945 00 48 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--1---Vitoria-Gasteiz?provincia=01
Audiencia Provincial Civil nº 2,"CABRERA LOPEZ, JUAN MANUEL",Extremadura,Badajoz,Badajoz,"Avda. de Colón, 8 - 2ª Plta.",06005,"924 28 42 41, 924 28 42 38",audiencia.s2.badajoz@justicia.es,924 28 42 75,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--2---Badajoz?provincia=06
Juzgado de Primera Instancia e Instrucción nº 5,"GALLEN MARTINEZ, MARIA",Cataluña,Barcelona,Arenys de Mar,"Auterive, s/n",08350,"93 693 10 05, 93 792 41 25",mixte5.arenys@xij.gencat.cat,93 795 80 08,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Arenys-de-Mar?provincia=08
Juzgado de Primera Instancia e Instrucción nº 6,"MORENO GOMIS, JOSE ANTONIO",Asturias,Asturias,Avilés,"C/ Marcos del Torniello, 27 - 4ª Plta.",33401,"98 512 78 81, 98 512 78 83",juzgado6.aviles@asturias.org,985 12 78 84,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--6---Aviles?provincia=33
Juzgado de Primera Instancia e Instrucción nº 2,"PEREZ MORENO, MIGUEL ANGEL",Castilla y León,Ávila,Ávila,"C/ Ramón y Cajal, 1",05001,"920 35 90 20, 920 35 90 21",mixto2.avila@justicia.es,920 35 90 04,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Avila?provincia=05
Audiencia Provincial Penal nº 2,"COLUMNA HERRERA, LUIS MIGUEL",Andalucía,Almería,Almería,"C/ Reina Regente, 4",04001,"950 03 71 47, 600 15 53 72",AtPublico.Audiencia.S2.Penal.Almeria.JUS@juntadeandalucia.es,950 00 50 44,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--2---Almeria?provincia=04
Juzgado de Instrucción nº 3,"MAQUEDA ALMENDROS, TERESA PATRICIA",Andalucía,Cádiz,Algeciras,"Pza. de la Constitución, s/n",11202,"956 90 82 19, 956 90 82 12",AtPublico.JInstrucc.3.Algeciras.JUS@juntadeandalucia.es,956 02 75 42,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Algeciras?provincia=11
Juzgado de Primera Instancia e Instrucción nº 5,"PASTOR RANCHAL, ANTONIO JOSE",Ceuta,Ceuta,Ceuta,"C/ Serrano Orive, 21. Palacio de Justicia",51001,856 20 04 30,mixto5.ceuta@justicia.es,956 51 09 46,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Ceuta?provincia=51
Juzgado de Primera Instancia e Instrucción nº 1,"CORRAL MONTES, MARIA DE LAS NIEVES",Galicia,A Coruña,Betanzos,"Praza Irmáns García Naveira, s/n",15300,"881 88 14 04, 881 88 14 05",mixto1.betanzos@xustiza.gal,881 88 14 08,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Betanzos?provincia=15
Juzgado de Primera Instancia nº 4,"MONTOYA BENZAL, LAURA MARIA",Andalucía,Almería,Almería,Ctra. de Ronda 120,04006,"950 80 90 41, 950 80 90 40",AtPublico.JInstancia.4.Almeria.JUS@juntadeandalucia.es,950 20 40 46,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Almeria?provincia=04
Audiencia Provincial Penal nº 2,"CABERO MONTERO, ELENA",País Vasco,Araba/Álava,Vitoria-Gasteiz,"Avda. Gasteiz, 18",01008,"945 00 48 21, 945 00 48 97",audiencia.s2.alava@justizia.eus,945 00 48 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--2---Vitoria-Gasteiz?provincia=01
Juzgado de Primera Instancia e Instrucción nº 1,"PONTE GARCIA, VERONICA",Cantabria,Cantabria,Laredo,"Avda. de España, 8",39770,"942 60 51 97, 942 60 56 61",juzgado.laredo1@justicia.cantabria.es,942 61 18 54,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Laredo?provincia=39
Juzgado de Primera Instancia nº 1,"LEAL SCASSO, OLGA MARIA",Castilla la Mancha,Albacete,Albacete,"C/ San Agustín, 1",02001,"967 59 66 31, 967 59 66 30",instancia1.albacete@justicia.es,967 59 66 27,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Albacete?provincia=02
Tribunal Superior de Justicia Presidencia,"ROUCO RODRIGUEZ, VICENTE MANUEL",Castilla la Mancha,Albacete,Albacete,"C/ San Agustín, 1",02001,"967 59 65 09, 967 59 67 00",tsj.presidencia.albacete@justicia.es,967 59 65 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Presidencia---Albacete?provincia=02
Audiencia Provincial Penal nº 1,"ALCACER MATEU, RAQUEL",Comunidad Valenciana,Castellón/Castelló,Castelló de la Plana,"Bulevar Blasco Ibáñez, s/n",12003,"964 62 16 06, 964 62 16 07",csap01_cas@gva.es,964 62 19 05,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Castellon-de-la-Plana-Castello-de-la-Plana?provincia=12
Juzgado de Primera Instancia nº 1,"SANZ ALCAZAR, MARIA JOSE",Andalucía,Cádiz,Algeciras,"Pza. de la Constitución, s/n",11202,"956 90 82 76, 956 90 82 47",AtPublico.JInstancia.1.Algeciras.JUS@juntadeandalucia.es,956 02 75 12,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Algeciras?provincia=11
Juzgado de Primera Instancia e Instrucción nº 1,"MAESO GRIJALBA, BEATRIZ",Castilla y León,Burgos,Briviesca,"C/ Pedro Ruiz, 18",09240,"947 59 00 36, 947 59 01 38",mixto1.briviesca@justicia.es,947 59 25 70,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Briviesca?provincia=09
Juzgado de Instrucción nº 4,,Andalucía,Cádiz,Algeciras,"Pza. de la Constitución, s/n",11202,"956 90 82 28, 956 90 81 83",AtPublico.JInstrucc.4.Algeciras.JUS@juntadeandalucia.es,956 02 76 39,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Algeciras?provincia=11
Juzgado de Primera Instancia e Instrucción nº 7,"COLUBI MIER, JOAQUIN",Asturias,Asturias,Avilés,"C/ Marcos del Torniello, 27 - 3ª Plta.",33401,"98 512 78 94, 98 512 78 95",juzgado7.aviles@asturias.org,98 512 78 96,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--7---Aviles?provincia=33
Juzgado de Primera Instancia e Instrucción nº 6,"LOZANO GAGO, MARIA DE LA LUZ",Ceuta,Ceuta,Ceuta,"C/ Serrano Orive, 21. Palacio de Justicia",51001,956 52 50 10,mixto6.ceuta@justicia.es,956 52 50 11,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--6---Ceuta?provincia=51
Juzgado de Primera Instancia nº 5,"NUÑEZ CORRAL, JOSE LUIS",País Vasco,Araba/Álava,Vitoria-Gasteiz,"Avda. Gasteiz, 18 - 3ª Plta.",01008,"945 00 48 75, 945 00 48 97",instancia5.vitoria@justizia.eus,945 00 48 98,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Vitoria-Gasteiz?provincia=01
Juzgado de Primera Instancia e Instrucción nº 2,,Andalucía,Granada,Baza,"Avda. de Granada, s/n",18800,"858 10 33 58, 958 10 33 59",AtPublico.JMixto.2.Baza.JUS@juntadeandalucia.es,958 86 93 14,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Baza?provincia=18
Audiencia Provincial Civil-Penal nº 6,"CASTRO MARTIN, ROSA MARIA DE",Ceuta,Ceuta,Ceuta,"C/ Padilla, s/n. Edif. Ceuta Center - 2ª Plta.",51001,"956 51 09 05, 956 51 48 73",,956 51 49 70,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--6---Ceuta?provincia=51
Tribunal Superior de Justicia. Sala de lo Contencioso-Administrativo,"BRAVO DIAZ, CARMEN",Extremadura,Cáceres,Cáceres,Plaza de la Audiencia s/n,10003,"927 62 02 28, 927 62 02 25",tsj.contencioso.extremadura@justicia.es,927 62 02 48,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Contencioso-Administrativo---Caceres?provincia=10
Juzgado de Primera Instancia nº 1,"SORIA ENCARNACION, INES",País Vasco,Bizkaia,Barakaldo,"Pza. Bide Onera, s/n - 3ª Plta.",48901,"94 400 10 02, 94 400 10 00",instancia1.barakaldo@justizia.eus,94 400 10 71,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Barakaldo?provincia=48
Juzgado de Primera Instancia nº 2,"BASSO DE ALBURQUERQUE, SILVIA",Comunidad Valenciana,Castellón/Castelló,Castelló de la Plana,"Bulevar Blasco Ibáñez, s/n",12003,"964 62 15 18, 964 62 15 19",cspi02_cas@gva.es,964 62 19 11,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Castellon-de-la-Plana-Castello-de-la-Plana?provincia=12
Audiencia Provincial Penal nº 1,"CARBALLERA SIMON, LUIS ANTONIO",Castilla y León,Burgos,Burgos,"Avda de la Audiencia, 10",09003,"947 25 99 16, 947 25 99 18",audiencia.s1.burgos@justicia.es,947 25 99 17,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Burgos?provincia=09
Juzgado de Primera Instancia e Instrucción nº 6,"BALLARIN MARTIN, WALTER",Cataluña,Barcelona,Arenys de Mar,"Auterive, s/n",08350,"93 693 10 06, 93 792 41 25",mixte6.arenys@xij.gencat.cat,93 792 03 61,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--6---Arenys-de-Mar?provincia=08
Juzgado de Instrucción nº 1,"MARTINEZ SELLERS, GUILLERMO",País Vasco,Bizkaia,Barakaldo,"Pza. Bide Onera, s/n - 4ª Plta.",48901,"94 400 10 10, 94 400 10 00",instruccion1.barakaldo@justizia.eus,94 400 10 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Barakaldo?provincia=48
Juzgado de Primera Instancia e Instrucción nº 5,,Cataluña,Girona,Blanes,"C/ Ter, 51",17300,"972 94 41 97, 972 34 82 96",mixte5.blanes@xij.gencat.cat,972 34 71 04,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Blanes?provincia=17
Juzgado de Primera Instancia nº 5,"HERNANDEZ VALVERDE, CLARA EUGENIA",Andalucía,Almería,Almería,Ctra. de Ronda 120,04006,"950 80 90 43, 950 80 90 42",AtPublico.JInstancia.5.Almeria.JUS@juntadeandalucia.es,950 20 40 79,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Almeria?provincia=04
Tribunal Superior de Justicia Adscripción Territorial,"CALZON MAHIA, HUGO JACOBO",Castilla y León,Burgos,Burgos,"Avda de la Audiencia, 10",09003,"947 25 96 49, 947 25 96 50",,947 25 96 54,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Adscripcion-Territorial---Burgos?provincia=09
Tribunal Superior de Justicia Presidencia,"RIO FERNANDEZ, LORENZO JESUS DEL",Andalucía,Granada,Granada,"Pza. Nueva, 10",18009,"958 98 21 50, 958 98 21 33",,958 00 27 20,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Presidencia---Granada?provincia=18
Juzgado de Primera Instancia e Instrucción nº 2,"GARCIA GOMEZ, MARTA",Cataluña,Girona,Bisbal d'Empordà (La),"Teatre Vell, 12",17100,"972 94 62 44, 972 94 62 00",mixte2.labisbal@xij.gencat.cat,972 94 62 39,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Bisbal-d-Emporda--La-?provincia=17
Juzgado de Primera Instancia e Instrucción nº 2,"DIEZ DEL REY, MARIA VANESA",Castilla y León,Burgos,Aranda de Duero,"C/ Santiago, 9",09400,"947 50 02 55, 947 50 04 20",mixto2.arandadeduero@justicia.es,947 50 69 01,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Aranda-de-Duero?provincia=09
